system_word,player_word,outcome
Reforestation,Resilience,0
Drill,Anti-Virus Nanocloud,0
Avalanche,Bear Trap,0
Hydraulic Jack,Gust,0
Innovation,Grizzly,0
Vacation,Reinforced Steel Door,0
Terraforming Device,Molotov Cocktail,0
Sandpaper,Viral Meme,0
Lightning,Bear Trap,0
Avalanche,Love,0
Satellite,Solar Deflection Array,1
Steam,Dragon,1
Cataclysm Containment Field,Confidence,0
Reinforced Steel Door,Resilience,1
Reforestation,Cataclysm Containment Field,1
Gust,Solar Deflection Array,1
Acid,Explosion,0
Therapy,Propaganda,0
Solar Deflection Array,Proof,1
Vacuum,AI Kill Switch,0
Gust,Lightning,1
Fire Extinguisher,Freeze,0
Diamond Cage,Proof,0
Vacuum,Bear Trap,1
Kevlar Vest,Absorption,1
Antimatter Cannon,Earthquake,1
Gust,Drought,0
Nanobot Swarm,Bear Trap,1
Planetary Evacuation Fleet,Vacuum,0
Water,Kevlar Vest,1
Hydraulic Jack,Proof,0
Super Glue,Innovation,0
Sunshine,Drill,0
Boulder,Avalanche,1
Sandpaper,Disease,1
Dynamite,Satellite,0
Gust,Confidence,1
Molotov Cocktail,Planetary Evacuation Fleet,1
Oil,Laser,0
Nanobot Swarm,Dam,0
Sandpaper,Gust,1
Viral Meme,Steam,0
Life Raft,Super Glue,1
Satellite,Time,0
Diamond Cage,Drill,0
Oil,Viral Meme,0
Encryption,Resilience,1
Boulder,Lava,1
Avalanche,Signal Jammer,1
Terraforming Device,Bear Trap,0
Reinforced Steel Door,Viral Meme,0
Super Glue,Propaganda,0
Tsunami,Satellite,0
Dam,Planetary Defense Shield,1
Planetary Evacuation Fleet,Cataclysm Containment Field,0
Sonic Boom,Rainstorm,0
Robot,Planetary Evacuation Fleet,0
Freeze,Dynamite,0
Fire Extinguisher,Grizzly,1
Steam,Boulder,1
Confidence,H-bomb,1
Laser,Resilience,1
Singularity Stabilizer,Gust,0
Therapy,Lava,0
Glacier,Tsunami,1
Cataclysm Containment Field,Absorption,1
Bulldozer,Terraforming Device,1
Mutation,War,0
Vacation,Jackhammer,1
Dragon,Antimatter Cannon,0
Dragon,Anti-Virus Nanocloud,0
Terraforming Device,Lava,0
Glacier,Life Raft,1
Reforestation,Resilience,0
Bulldozer,Rainstorm,1
Disease,Lava,0
Kevlar Vest,Avalanche,0
Seismic Dampener,Dragon,0
Glacier,Fire Blanket,0
Lava,Hydraulic Jack,0
Laser,Dynamite,0
Flood,Flood,0
Lightning,Flood,1
Planetary Evacuation Fleet,Reforestation,0
Orbital Laser,Persistence,1
Propaganda,Bear Trap,1
Absorption,Absorption,0
Neutralizing Agent,Absorption,0
Earthquake,Proof,1
Steam,Laser,0
Drought,Signal Jammer,0
Therapy,Persistence,0
Earthquake,Sunshine,0
Sandpaper,Molotov Cocktail,0
Life Raft,Acid,0
Persistence,Gust,0
Propaganda,Evacuation,1
Sunshine,Super Glue,1
H-bomb,Orbital Laser,0
Sonic Boom,Dam,1
Water,Boulder,0
Lightning,Therapy,1
Reinforced Steel Door,Signal Jammer,0
Drill,Diamond Cage,1
Bulldozer,Anti-Virus Nanocloud,0
Vacuum,Flood,1
Grizzly,Propaganda,0
Fire,Antimatter Cannon,1
Love,Signal Jammer,0
Freeze,Time,1
Antimatter Cannon,Resilience,0
Water,Seismic Dampener,0
Water,Lightning,0
Dragon,Evacuation,1
Dragon,Dragon,0
Reinforced Steel Door,Neutralizing Agent,1
Signal Jammer,Nanobot Swarm,0
Diamond Cage,Laser,0
Signal Jammer,Mutation,0
Absorption,Satellite,0
Super Glue,Resilience,1
Super Glue,Dragon,0
Rainstorm,Earthquake,0
Kevlar Vest,Cataclysm Containment Field,0
Earthquake,Laser,0
Love,Avalanche,0
Fire,Kevlar Vest,0
Fire Blanket,H-bomb,1
Super Glue,Reforestation,0
Signal Jammer,Drought,0
Steam,Time,0
Persistence,Molotov Cocktail,0
Steam,Steam,0
Freeze,Molotov Cocktail,0
Tsunami,Steam,0
Time,Oil,0
Bulldozer,Dynamite,1
Cataclysm Containment Field,Explosion,1
Vacation,Hurricane,0
Jackhammer,Proof,0
Hydraulic Jack,Dynamite,0
Signal Jammer,Super Glue,1
Boulder,Propaganda,0
Singularity Stabilizer,Hydraulic Jack,0
Satellite,Persistence,0
Oil,Disease,1
Grizzly,Super Glue,0
Reality Resynchronizer,Boulder,1
Singularity Stabilizer,War,1
Antimatter Cannon,Proof,1
Sunshine,Absorption,1
Steam,Lava,0
Super Glue,Absorption,0
Dragon,Tsunami,0
Resilience,Orbital Laser,0
Vacation,Super Glue,1
Viral Meme,Grizzly,0
Rainstorm,Gust,0
Time,Mutation,0
Time,Sunshine,0
Anti-Virus Nanocloud,Drill,0
Laser,Neutralizing Agent,0
Sunshine,Orbital Laser,0
Neutralizing Agent,Orbital Laser,0
Diamond Cage,Solar Deflection Array,0
Laser,Flood,0
Disease,Vacation,0
Life Raft,Persistence,0
Grizzly,AI Kill Switch,1
Steam,Freeze,1
Propaganda,Anti-Virus Nanocloud,1
Viral Meme,Resilience,1
Persistence,Dragon,0
Super Glue,Planetary Defense Shield,0
Lightning,Fire Extinguisher,0
Steam,Avalanche,0
Proof,Satellite,1
Super Glue,Oil,0
Resilience,Reforestation,1
War,Cataclysm Containment Field,0
Time,Cataclysm Containment Field,0
Glacier,Neutralizing Agent,0
Sonic Boom,Boulder,0
Proof,Innovation,0
Tsunami,Time,1
Viral Meme,Acid,0
Acid,H-bomb,0
Dragon,Proof,1
Dragon,Explosion,1
Neutralizing Agent,Bear Trap,0
Dragon,Explosion,0
Water,Dam,1
Kevlar Vest,Bulldozer,0
War,Gust,0
Freeze,Earthquake,0
Kevlar Vest,Drought,0
Reinforced Steel Door,Planetary Defense Shield,1
Fire,Confidence,1
Disease,Cataclysm Containment Field,0
Steam,Time,1
Disease,Earthquake,0
Persistence,Rainstorm,0
Persistence,Gust,0
Neutralizing Agent,Tsunami,1
Time,Disease,0
Resilience,Absorption,1
Dragon,Mutation,0
Viral Meme,Planetary Defense Shield,0
Lightning,Earthquake,0
Orbital Laser,Cataclysm Containment Field,0
Bear Trap,Love,0
Terraforming Device,Bear Trap,0
Terraforming Device,Jackhammer,0
Hurricane,Rainstorm,0
Absorption,Sunshine,0
Earthquake,Reality Resynchronizer,1
Grizzly,Resilience,0
Drought,Planetary Evacuation Fleet,0
Fire Blanket,Tsunami,0
Drought,Vacuum,0
Diamond Cage,Fire,0
Persistence,Dynamite,0
Lava,Tsunami,1
Innovation,War,0
Life Raft,Sunshine,0
Anti-Virus Nanocloud,Fire,0
Propaganda,Robot,0
Steam,Drill,0
War,Bulldozer,0
Propaganda,Super Glue,1
Evacuation,Jackhammer,0
Love,Water,0
Viral Meme,Life Raft,1
Steam,Lava,0
Acid,Hydraulic Jack,1
Flood,Therapy,0
Bulldozer,Jackhammer,1
Evacuation,Kevlar Vest,0
Reality Resynchronizer,Love,0
Grizzly,Dam,1
Love,Dragon,1
Gust,Fire Blanket,0
Hydraulic Jack,Water,0
H-bomb,Hurricane,0
Freeze,Dynamite,0
Antimatter Cannon,Reality Resynchronizer,1
Steam,Therapy,0
Neutralizing Agent,Reinforced Steel Door,1
Drought,Fire Blanket,1
Vacation,Rainstorm,1
Evacuation,Anti-Virus Nanocloud,0
Cataclysm Containment Field,Steam,0
Vacation,Therapy,0
Lava,Bear Trap,0
Steam,Solar Deflection Array,0
Sunshine,Innovation,0
Gust,Earthquake,0
Grizzly,Signal Jammer,1
Terraforming Device,Proof,0
Freeze,Super Glue,1
Fire Blanket,Persistence,0
Solar Deflection Array,Mutation,0
Dragon,Lava,0
Tsunami,Sunshine,0
Confidence,Love,1
Tsunami,Resilience,1
Hurricane,Reinforced Steel Door,0
Grizzly,Bulldozer,1
Seismic Dampener,Rainstorm,0
Drought,Lava,0
Robot,Rainstorm,1
Confidence,Freeze,0
Signal Jammer,Oil,0
Earthquake,Confidence,1
Rainstorm,Hurricane,1
Acid,Neutralizing Agent,1
Reinforced Steel Door,Love,0
Vacuum,Flood,1
Dragon,Cataclysm Containment Field,1
Satellite,Life Raft,1
Flood,Sonic Boom,1
Lightning,Planetary Evacuation Fleet,0
Fire Extinguisher,Molotov Cocktail,1
Explosion,Lightning,0
Signal Jammer,Grizzly,1
Nanobot Swarm,Terraforming Device,0
AI Kill Switch,Planetary Defense Shield,0
Acid,H-bomb,0
Reinforced Steel Door,Propaganda,0
Dragon,Water,1
Innovation,Time,0
Mutation,Super Glue,0
Evacuation,Singularity Stabilizer,1
Fire,Bear Trap,0
Bulldozer,Orbital Laser,0
Rainstorm,AI Kill Switch,0
Hurricane,Signal Jammer,1
Reforestation,Persistence,1
Vacation,Glacier,0
Earthquake,Rainstorm,0
Freeze,Avalanche,1
Signal Jammer,Avalanche,1
Glacier,Planetary Evacuation Fleet,1
Evacuation,Nanobot Swarm,0
Tsunami,Tsunami,0
Diamond Cage,Laser,0
Bulldozer,Solar Deflection Array,0
Kevlar Vest,Oil,0
Jackhammer,Boulder,0
Dragon,Earthquake,0
Neutralizing Agent,Sonic Boom,0
Drought,Therapy,1
Boulder,War,0
Molotov Cocktail,Gust,1
Explosion,Boulder,0
Dragon,War,1
Seismic Dampener,Gust,0
Reinforced Steel Door,Lightning,0
Love,Steam,1
Earthquake,Dragon,0
Dynamite,Dam,1
Rainstorm,Terraforming Device,0
Bear Trap,Fire Extinguisher,1
Bulldozer,Lightning,1
Dragon,Reinforced Steel Door,1
Grizzly,Dam,1
Cataclysm Containment Field,Mutation,0
H-bomb,Laser,0
Sonic Boom,Drill,0
Fire Blanket,Grizzly,0
Disease,Confidence,0
Grizzly,Super Glue,1
Reforestation,Therapy,1
Water,Proof,0
Glacier,Vacuum,0
Super Glue,Oil,0
Boulder,Viral Meme,1
Singularity Stabilizer,Reality Resynchronizer,0
Innovation,Hurricane,1
Drought,Water,1
Hydraulic Jack,Fire Extinguisher,1
Confidence,Life Raft,0
Avalanche,Hydraulic Jack,0
Disease,Singularity Stabilizer,0
Nanobot Swarm,Fire Extinguisher,0
Super Glue,Propaganda,1
Proof,Singularity Stabilizer,0
Encryption,Molotov Cocktail,0
Bulldozer,Bear Trap,0
Gust,Dam,1
Propaganda,Satellite,0
Drought,Nanobot Swarm,0
Love,Terraforming Device,0
Diamond Cage,Antimatter Cannon,0
Kevlar Vest,Neutralizing Agent,0
Therapy,Oil,1
Absorption,AI Kill Switch,1
Seismic Dampener,Planetary Evacuation Fleet,1
Acid,Drought,0
Jackhammer,Absorption,0
Planetary Evacuation Fleet,Grizzly,1
Dam,Absorption,0
Acid,Confidence,0
Vacuum,Boulder,0
Reforestation,Time,1
Drought,Bear Trap,1
Avalanche,Drill,1
Boulder,Gust,1
Singularity Stabilizer,Solar Deflection Array,0
Hurricane,Acid,0
Evacuation,Fire Blanket,0
Jackhammer,Hurricane,1
Encryption,Oil,0
Disease,Drill,0
Dynamite,Reforestation,1
Jackhammer,Persistence,0
Drill,Water,0
Time,Encryption,0
Confidence,Mutation,1
Explosion,Innovation,0
Tsunami,Steam,0
Bulldozer,Signal Jammer,1
Signal Jammer,Love,1
Cataclysm Containment Field,Planetary Evacuation Fleet,0
Sonic Boom,Anti-Virus Nanocloud,1
Neutralizing Agent,Bulldozer,0
Lightning,Fire Blanket,0
Reinforced Steel Door,Confidence,1
Love,Dynamite,1
Gust,Resilience,0
Mutation,Molotov Cocktail,0
Neutralizing Agent,Nanobot Swarm,1
Dynamite,Persistence,0
Drought,Cataclysm Containment Field,0
Laser,Diamond Cage,1
Explosion,Molotov Cocktail,0
Orbital Laser,Bulldozer,1
Singularity Stabilizer,Lava,0
Gust,Grizzly,0
Signal Jammer,Diamond Cage,0
Reality Resynchronizer,Earthquake,0
Lightning,Resilience,1
Glacier,Propaganda,1
Robot,Signal Jammer,0
Propaganda,Glacier,0
Bulldozer,Robot,0
Avalanche,Time,0
Sunshine,Propaganda,0
H-bomb,Sunshine,0
Earthquake,Flood,0
Planetary Defense Shield,Hurricane,1
War,Reforestation,0
Vacuum,Flood,0
Love,Drill,0
Absorption,Tsunami,0
Lightning,Love,1
Anti-Virus Nanocloud,Jackhammer,0
Glacier,Viral Meme,0
Innovation,Orbital Laser,1
Explosion,Encryption,0
Steam,Time,0
Steam,Planetary Evacuation Fleet,1
Water,Absorption,1
Reality Resynchronizer,Bulldozer,0
Fire Extinguisher,Flood,0
Nanobot Swarm,Satellite,0
Sonic Boom,Drill,0
AI Kill Switch,Jackhammer,0
Innovation,Hurricane,1
Orbital Laser,Propaganda,0
Fire Extinguisher,Anti-Virus Nanocloud,0
Water,Freeze,0
Bulldozer,Fire Extinguisher,1
AI Kill Switch,Lava,0
Water,Resilience,0
Disease,Fire Extinguisher,1
Rainstorm,Dragon,1
Rainstorm,Flood,0
H-bomb,Fire Blanket,1
Hydraulic Jack,Hydraulic Jack,0
Sunshine,Earthquake,1
Signal Jammer,Hydraulic Jack,1
Neutralizing Agent,Dynamite,1
Therapy,Molotov Cocktail,0
Vacation,Proof,0
Acid,Jackhammer,1
War,Kevlar Vest,1
Mutation,Lightning,1
Diamond Cage,Steam,0
Anti-Virus Nanocloud,Evacuation,0
Absorption,Hydraulic Jack,0
Evacuation,Kevlar Vest,0
Super Glue,Planetary Evacuation Fleet,0
Flood,Jackhammer,1
Viral Meme,Oil,1
Drill,Reality Resynchronizer,0
Bear Trap,Grizzly,0
Water,Fire Extinguisher,0
Robot,Dynamite,0
AI Kill Switch,Water,1
Reality Resynchronizer,Solar Deflection Array,1
Sandpaper,Proof,1
Molotov Cocktail,Boulder,0
Dynamite,Jackhammer,0
Love,Proof,0
Evacuation,Neutralizing Agent,0
Lightning,Seismic Dampener,0
H-bomb,Glacier,1
Lava,Viral Meme,1
Encryption,Oil,1
Love,Bulldozer,1
Gust,Anti-Virus Nanocloud,1
Evacuation,Vacation,0
Nanobot Swarm,Drought,0
Orbital Laser,Dragon,0
Explosion,Gust,0
Jackhammer,Sonic Boom,0
Laser,Oil,1
Fire,Absorption,1
Signal Jammer,H-bomb,0
Fire Extinguisher,Love,0
Reinforced Steel Door,Mutation,0
Dam,Robot,1
Seismic Dampener,Reality Resynchronizer,0
Love,Absorption,0
AI Kill Switch,Reality Resynchronizer,0
Life Raft,War,0
Resilience,Boulder,0
Dynamite,Reality Resynchronizer,0
Solar Deflection Array,Molotov Cocktail,0
Bulldozer,Life Raft,0
Love,Time,1
Bear Trap,Mutation,0
Innovation,Innovation,0
Fire Extinguisher,Freeze,0
Super Glue,Vacation,1
Orbital Laser,War,1
Terraforming Device,Life Raft,1
War,Satellite,1
Robot,Antimatter Cannon,1
Water,Signal Jammer,0
Viral Meme,Laser,0
Innovation,Fire Extinguisher,0
Reality Resynchronizer,Drought,0
Love,Planetary Evacuation Fleet,0
Signal Jammer,Singularity Stabilizer,0
Reality Resynchronizer,Proof,0
Lava,Neutralizing Agent,0
Seismic Dampener,Kevlar Vest,0
Signal Jammer,Kevlar Vest,0
Dragon,Earthquake,0
Flood,Propaganda,0
Viral Meme,Glacier,0
Lightning,Nanobot Swarm,0
Freeze,Reinforced Steel Door,0
War,Lightning,0
Seismic Dampener,Drill,0
Sunshine,Nanobot Swarm,0
Evacuation,Super Glue,1
Time,Antimatter Cannon,1
Reforestation,Laser,1
Tsunami,Persistence,1
Bear Trap,Resilience,1
Orbital Laser,Love,0
Tsunami,Cataclysm Containment Field,1
Earthquake,Drought,0
Sandpaper,Cataclysm Containment Field,0
Grizzly,Bear Trap,0
Encryption,Evacuation,0
Sunshine,Encryption,0
H-bomb,Hydraulic Jack,0
Solar Deflection Array,Steam,0
Robot,Evacuation,1
Kevlar Vest,Earthquake,0
Solar Deflection Array,Sonic Boom,1
Orbital Laser,Signal Jammer,0
Rainstorm,Fire Extinguisher,0
Steam,Earthquake,0
Explosion,Vacuum,1
Innovation,Dragon,0
Seismic Dampener,Super Glue,0
Boulder,Time,1
Absorption,Gust,1
Fire Blanket,Neutralizing Agent,1
Reality Resynchronizer,Freeze,0
Planetary Evacuation Fleet,Anti-Virus Nanocloud,0
Kevlar Vest,Nanobot Swarm,0
Hydraulic Jack,Freeze,0
Encryption,Singularity Stabilizer,0
Dam,Hurricane,0
Absorption,Laser,1
Disease,Neutralizing Agent,0
Drought,Hydraulic Jack,0
Nanobot Swarm,Neutralizing Agent,1
Lightning,Anti-Virus Nanocloud,1
Propaganda,Fire Blanket,1
Dam,Anti-Virus Nanocloud,1
Vacation,War,1
Nanobot Swarm,Love,1
Sandpaper,Planetary Evacuation Fleet,0
Singularity Stabilizer,Persistence,1
Disease,Mutation,1
Absorption,Drought,1
Love,Confidence,0
Resilience,Neutralizing Agent,0
Planetary Defense Shield,Earthquake,0
Sonic Boom,Proof,0
Fire Blanket,Boulder,0
Encryption,Glacier,0
Freeze,Grizzly,1
Neutralizing Agent,Flood,0
Reforestation,Reality Resynchronizer,1
Mutation,Signal Jammer,1
Anti-Virus Nanocloud,Resilience,1
Drill,Bulldozer,0
Kevlar Vest,Grizzly,1
Singularity Stabilizer,Dynamite,0
Time,Innovation,0
Confidence,Mutation,0
Earthquake,Rainstorm,1
Vacation,Laser,1
Hydraulic Jack,Life Raft,1
Bear Trap,Gust,1
Innovation,Solar Deflection Array,0
Lightning,Propaganda,0
Vacuum,Viral Meme,1
Planetary Evacuation Fleet,Reinforced Steel Door,0
Glacier,Explosion,0
Dynamite,Lava,0
Bear Trap,Gust,0
Molotov Cocktail,Sonic Boom,1
Reinforced Steel Door,Confidence,0
Lightning,Cataclysm Containment Field,0
Steam,Boulder,0
Drought,Reality Resynchronizer,0
Sunshine,Fire,0
Dragon,Earthquake,0
Drill,Sonic Boom,0
Propaganda,Dam,1
Proof,Propaganda,0
Oil,Boulder,1
Robot,Proof,0
Acid,Explosion,0
Sunshine,Super Glue,0
Neutralizing Agent,Therapy,0
Bear Trap,Persistence,1
Molotov Cocktail,Neutralizing Agent,0
Satellite,Reinforced Steel Door,1
Fire Extinguisher,Mutation,0
Time,Vacuum,1
Fire Extinguisher,Laser,0
Dragon,Nanobot Swarm,0
Antimatter Cannon,Robot,0
Mutation,Grizzly,1
Cataclysm Containment Field,Robot,0
Bulldozer,Evacuation,0
Tsunami,Grizzly,0
Anti-Virus Nanocloud,Steam,1
Orbital Laser,Super Glue,1
Reinforced Steel Door,Viral Meme,0
AI Kill Switch,Robot,0
Acid,Gust,0
Innovation,Solar Deflection Array,1
Sonic Boom,Mutation,0
Persistence,Viral Meme,1
Planetary Evacuation Fleet,Oil,0
Vacuum,Sonic Boom,0
Singularity Stabilizer,Evacuation,0
Singularity Stabilizer,Lava,0
Evacuation,Vacation,0
Terraforming Device,Glacier,0
Persistence,Mutation,0
Water,Avalanche,0
Laser,Fire,0
Nanobot Swarm,Antimatter Cannon,0
Disease,Reinforced Steel Door,1
Lightning,Hurricane,0
Molotov Cocktail,Robot,0
Sonic Boom,Grizzly,1
Singularity Stabilizer,Fire Blanket,1
Viral Meme,Bear Trap,1
Encryption,Terraforming Device,0
Cataclysm Containment Field,Avalanche,0
Disease,Time,0
Terraforming Device,Drought,1
Dynamite,Oil,1
Boulder,Bulldozer,0
Avalanche,Robot,1
Glacier,Sandpaper,0
Robot,Bear Trap,0
Fire Blanket,Singularity Stabilizer,0
Innovation,Rainstorm,1
Resilience,H-bomb,0
Explosion,Dragon,1
Resilience,Super Glue,1
H-bomb,Gust,0
Nanobot Swarm,Molotov Cocktail,1
Antimatter Cannon,Time,0
Sandpaper,Drill,1
Laser,Super Glue,0
Cataclysm Containment Field,Flood,0
Viral Meme,Vacuum,1
Tsunami,Seismic Dampener,1
Super Glue,Terraforming Device,0
Laser,H-bomb,0
Cataclysm Containment Field,Steam,0
Confidence,Rainstorm,0
Sunshine,Freeze,0
Dynamite,Hydraulic Jack,0
Satellite,Mutation,0
Anti-Virus Nanocloud,Lava,1
Lightning,Hydraulic Jack,1
Glacier,Nanobot Swarm,1
Antimatter Cannon,War,0
Cataclysm Containment Field,Earthquake,0
Persistence,Lightning,0
Drought,Encryption,0
Molotov Cocktail,Dam,0
Terraforming Device,Dam,0
Dynamite,Cataclysm Containment Field,0
Sunshine,Disease,1
Fire Extinguisher,Time,0
Seismic Dampener,Super Glue,1
Lava,Nanobot Swarm,0
Proof,Love,0
Dynamite,Life Raft,0
Reforestation,Absorption,1
Signal Jammer,Evacuation,1
Boulder,Reality Resynchronizer,1
Seismic Dampener,Propaganda,0
Reinforced Steel Door,Encryption,0
Water,Bulldozer,1
Drought,Robot,1
Explosion,Mutation,0
Reality Resynchronizer,Lightning,0
Disease,Propaganda,0
Persistence,Terraforming Device,1
Planetary Defense Shield,Evacuation,0
Reinforced Steel Door,Confidence,0
Reforestation,Super Glue,0
Jackhammer,Persistence,1
Confidence,Propaganda,1
Satellite,Drill,0
Planetary Defense Shield,Lava,0
Evacuation,Reinforced Steel Door,0
War,Time,1
Satellite,Disease,0
War,Disease,0
Fire,Confidence,0
Time,Reforestation,1
Seismic Dampener,Singularity Stabilizer,0
Drill,Hydraulic Jack,0
Super Glue,Satellite,0
Tsunami,AI Kill Switch,0
Cataclysm Containment Field,Hydraulic Jack,1
Time,Orbital Laser,1
Kevlar Vest,Cataclysm Containment Field,0
Grizzly,Freeze,1
Super Glue,Water,0
Grizzly,Dam,0
Jackhammer,Resilience,0
Bear Trap,Boulder,1
Planetary Evacuation Fleet,Grizzly,0
Love,Viral Meme,0
Fire,Confidence,1
H-bomb,Earthquake,1
Earthquake,Absorption,1
Water,Orbital Laser,0
Fire Extinguisher,Fire,0
Confidence,Orbital Laser,0
Solar Deflection Array,Kevlar Vest,1
Proof,Dam,0
Dynamite,AI Kill Switch,0
Bulldozer,Molotov Cocktail,0
Glacier,Oil,0
Rainstorm,Drought,0
War,Robot,0
Orbital Laser,Vacation,1
Viral Meme,Vacuum,0
Reality Resynchronizer,Boulder,1
Disease,Drought,0
Fire Extinguisher,Fire Blanket,1
Flood,Absorption,1
Fire Blanket,Encryption,0
Life Raft,Seismic Dampener,0
Earthquake,Encryption,1
Love,Time,1
Lightning,Seismic Dampener,1
Therapy,Evacuation,0
Tsunami,Viral Meme,0
Hydraulic Jack,Grizzly,0
Reforestation,AI Kill Switch,1
Time,Reforestation,1
Flood,Explosion,0
Dragon,Reality Resynchronizer,0
Planetary Defense Shield,Reforestation,1
War,Acid,0
Dynamite,Resilience,0
Lava,Reforestation,0
Love,Hydraulic Jack,1
Hurricane,Time,1
Avalanche,Gust,1
Sandpaper,Lightning,0
Fire Blanket,Disease,0
Planetary Evacuation Fleet,Vacation,1
Tsunami,Satellite,1
Disease,Hydraulic Jack,0
Confidence,Tsunami,0
Vacuum,Robot,1
Explosion,Laser,0
Oil,Robot,0
Drill,Singularity Stabilizer,1
Anti-Virus Nanocloud,Proof,0
Fire Blanket,Absorption,1
Reforestation,Encryption,0
Planetary Evacuation Fleet,Anti-Virus Nanocloud,0
Solar Deflection Array,Water,0
Molotov Cocktail,Vacation,0
AI Kill Switch,H-bomb,1
Mutation,Boulder,1
Sunshine,Antimatter Cannon,0
Sunshine,Persistence,1
Propaganda,Explosion,0
Acid,Vacuum,0
Drought,Water,1
Propaganda,Drill,0
AI Kill Switch,Absorption,1
Flood,Fire Blanket,0
Hurricane,Resilience,1
Absorption,Reinforced Steel Door,1
Persistence,Innovation,0
Solar Deflection Array,Rainstorm,0
Diamond Cage,Nanobot Swarm,0
Time,Drill,0
Proof,Kevlar Vest,0
Reinforced Steel Door,Super Glue,0
Viral Meme,Super Glue,1
Reinforced Steel Door,Therapy,1
Bulldozer,Drought,0
Explosion,Time,0
Antimatter Cannon,Molotov Cocktail,0
War,Lightning,1
Satellite,War,0
Life Raft,Kevlar Vest,0
Lava,Laser,1
Disease,Rainstorm,1
Neutralizing Agent,Encryption,0
Molotov Cocktail,Laser,1
Molotov Cocktail,Drought,1
Anti-Virus Nanocloud,Fire,0
Orbital Laser,Laser,0
Reality Resynchronizer,Earthquake,0
Dragon,Drill,0
War,Earthquake,0
Viral Meme,Vacuum,0
Neutralizing Agent,Signal Jammer,1
Robot,Confidence,0
Sonic Boom,Neutralizing Agent,1
Mutation,Sonic Boom,1
War,Bulldozer,0
Antimatter Cannon,Neutralizing Agent,0
Hydraulic Jack,Orbital Laser,1
Encryption,Freeze,0
Absorption,Lightning,0
Disease,War,1
Super Glue,Mutation,1
Lava,Propaganda,0
Fire Extinguisher,Oil,1
Sunshine,Sandpaper,0
Cataclysm Containment Field,Tsunami,0
Boulder,Lava,0
Nanobot Swarm,Terraforming Device,0
Persistence,Steam,0
Nanobot Swarm,Bear Trap,0
Nanobot Swarm,Lightning,0
Bear Trap,Satellite,1
War,Acid,0
Lava,Viral Meme,0
Time,Dynamite,1
Planetary Evacuation Fleet,Drill,0
Explosion,Steam,0
Reforestation,Reality Resynchronizer,1
Terraforming Device,AI Kill Switch,0
Vacation,Laser,0
Lightning,Resilience,0
War,Vacation,0
Steam,Planetary Evacuation Fleet,1
Signal Jammer,Mutation,0
Sonic Boom,Persistence,0
Seismic Dampener,Kevlar Vest,0
Propaganda,Neutralizing Agent,0
Gust,Diamond Cage,1
Resilience,Dragon,0
Tsunami,Steam,0
Flood,Bear Trap,1
Hurricane,Sandpaper,0
Freeze,Fire Blanket,0
Water,Freeze,1
Propaganda,Vacuum,0
Dam,Freeze,0
Absorption,Steam,1
Bulldozer,Avalanche,0
Resilience,Dynamite,0
Tsunami,Fire Blanket,0
Fire Extinguisher,AI Kill Switch,1
AI Kill Switch,Fire,0
Reinforced Steel Door,Diamond Cage,1
Reforestation,Neutralizing Agent,0
Encryption,Hurricane,0
Dynamite,Water,0
Kevlar Vest,Proof,1
Time,Antimatter Cannon,0
Earthquake,Oil,1
Terraforming Device,Diamond Cage,0
Acid,Fire Extinguisher,0
Acid,Earthquake,1
Therapy,Seismic Dampener,1
Bulldozer,Neutralizing Agent,0
Explosion,Mutation,0
Life Raft,Hurricane,0
Reinforced Steel Door,H-bomb,1
Gust,Satellite,0
Avalanche,Orbital Laser,1
Sunshine,Resilience,1
Mutation,Jackhammer,0
Propaganda,Drill,0
Solar Deflection Array,Jackhammer,0
Robot,Persistence,1
Orbital Laser,Innovation,0
Tsunami,Jackhammer,0
Flood,Planetary Defense Shield,0
H-bomb,Boulder,0
Viral Meme,Jackhammer,0
Acid,Freeze,0
Sandpaper,Encryption,1
Sunshine,War,1
Reality Resynchronizer,Persistence,1
Anti-Virus Nanocloud,Laser,0
H-bomb,Signal Jammer,1
Freeze,Sunshine,0
Therapy,Nanobot Swarm,0
Vacation,Proof,0
Antimatter Cannon,Glacier,1
Hurricane,Antimatter Cannon,0
Steam,Bulldozer,0
Planetary Defense Shield,Rainstorm,1
Diamond Cage,Water,1
Solar Deflection Array,Hydraulic Jack,0
